meter_id,timestamp,kwh
1014,2026-01-12 10:00:00,0.1411
1014,2026-01-12 10:30:00,0.106
1014,2026-01-12 11:00:00,0.1519
1014,2026-01-12 11:30:00,0.1519
1014,2026-01-12 12:00:00,0.1738
1014,2026-01-12 12:30:00,0.0772
1014,2026-01-12 13:00:00,0.1196
1014,2026-01-12 13:30:00,0.2145
1014,2026-01-12 14:00:00,0.2137
1014,2026-01-12 14:30:00,0.0807
1014,2026-01-12 15:00:00,0.2636
1014,2026-01-12 15:30:00,0.2498
1014,2026-01-12 16:00:00,0.3477
1014,2026-01-12 16:30:00,0.4591
1014,2026-01-12 17:00:00,0.6524
1014,2026-01-12 17:30:00,0.6263
1014,2026-01-12 18:00:00,0.6976
1014,2026-01-12 18:30:00,0.851
1014,2026-01-12 19:00:00,0.8486
1014,2026-01-12 19:30:00,0.8888
1014,2026-01-12 20:00:00,0.7501
1014,2026-01-12 20:30:00,0.7389
1014,2026-01-12 21:00:00,0.5754
1014,2026-01-12 21:30:00,0.4969
1014,2026-01-12 22:00:00,0.4585
1014,2026-01-12 22:30:00,0.293
1014,2026-01-12 23:00:00,0.297
1014,2026-01-12 23:30:00,0.175
1014,2026-01-13 00:00:00,0.8236
1014,2026-01-13 00:30:00,1.1034
1014,2026-01-13 01:00:00,1.5266
1014,2026-01-13 01:30:00,1.788
1014,2026-01-13 02:00:00,2.011
1014,2026-01-13 02:30:00,1.9279
1014,2026-01-13 03:00:00,1.5341
1014,2026-01-13 03:30:00,1.137
1014,2026-01-13 04:00:00,0.7465
1014,2026-01-13 04:30:00,0.5405
1014,2026-01-13 05:00:00,0.3096
1014,2026-01-13 05:30:00,0.2068
1014,2026-01-13 06:00:00,0.2644
1014,2026-01-13 06:30:00,0.1466
1014,2026-01-13 07:00:00,0.1828
1014,2026-01-13 07:30:00,0.1536
1014,2026-01-13 08:00:00,0.0825
1014,2026-01-13 08:30:00,0.0578
1014,2026-01-13 09:00:00,0.1744
1014,2026-01-13 09:30:00,0.2352
1014,2026-01-13 10:00:00,0.1658
1014,2026-01-13 10:30:00,0.1813
1014,2026-01-13 11:00:00,0.105
1014,2026-01-13 11:30:00,0.2014
1014,2026-01-13 12:00:00,0.2017
1014,2026-01-13 12:30:00,0.1188
1014,2026-01-13 13:00:00,0.185
1014,2026-01-13 13:30:00,0.0776
1014,2026-01-13 14:00:00,0.217
1014,2026-01-13 14:30:00,0.1771
1014,2026-01-13 15:00:00,0.1834
1014,2026-01-13 15:30:00,0.3215
1014,2026-01-13 16:00:00,0.2887
1014,2026-01-13 16:30:00,0.4876
1014,2026-01-13 17:00:00,0.518
1014,2026-01-13 17:30:00,0.6111
1014,2026-01-13 18:00:00,0.7707
1014,2026-01-13 18:30:00,0.8198
1014,2026-01-13 19:00:00,0.9228
1014,2026-01-13 19:30:00,0.7642
1014,2026-01-13 20:00:00,0.8365
1014,2026-01-13 20:30:00,0.6215
1014,2026-01-13 21:00:00,0.6205
1014,2026-01-13 21:30:00,0.5258
1014,2026-01-13 22:00:00,0.3933
1014,2026-01-13 22:30:00,0.2618
1014,2026-01-13 23:00:00,0.1686
1014,2026-01-13 23:30:00,0.1081
1014,2026-01-14 00:00:00,0.9048
1014,2026-01-14 00:30:00,1.1608
1014,2026-01-14 01:00:00,1.4966
1014,2026-01-14 01:30:00,1.7838
1014,2026-01-14 02:00:00,1.9584
1014,2026-01-14 02:30:00,1.8212
1014,2026-01-14 03:00:00,1.4559
1014,2026-01-14 03:30:00,1.2188
1014,2026-01-14 04:00:00,0.8289
1014,2026-01-14 04:30:00,0.6193
1014,2026-01-14 05:00:00,0.3968
1014,2026-01-14 05:30:00,0.0793
1014,2026-01-14 06:00:00,0.2538
1014,2026-01-14 06:30:00,0.2218
1014,2026-01-14 07:00:00,0.1167
1014,2026-01-14 07:30:00,0.1293
1014,2026-01-14 08:00:00,0.1708
1014,2026-01-14 08:30:00,0.0993
1014,2026-01-14 09:00:00,0.1379
1014,2026-01-14 09:30:00,0.2
1014,2026-01-14 10:00:00,0.1759
1014,2026-01-14 10:30:00,0.1167
1014,2026-01-14 11:00:00,0.2014
1014,2026-01-14 11:30:00,0.1658
1014,2026-01-14 12:00:00,0.165
1014,2026-01-14 12:30:00,0.1278
1014,2026-01-14 13:00:00,0.1574
1014,2026-01-14 13:30:00,0.1273
1014,2026-01-14 14:00:00,0.0837
1014,2026-01-14 14:30:00,0.1917
1014,2026-01-14 15:00:00,0.2386
1014,2026-01-14 15:30:00,0.3083
1014,2026-01-14 16:00:00,0.4379
1014,2026-01-14 16:30:00,0.4379
1014,2026-01-14 17:00:00,0.5562
1014,2026-01-14 17:30:00,0.7167
1014,2026-01-14 18:00:00,0.7301
1014,2026-01-14 18:30:00,0.8362
1014,2026-01-14 19:00:00,0.8296
1014,2026-01-14 19:30:00,0.8163
1014,2026-01-14 20:00:00,0.8057
1014,2026-01-14 20:30:00,0.6597
1014,2026-01-14 21:00:00,0.6141
1014,2026-01-14 21:30:00,0.3729
1014,2026-01-14 22:00:00,0.3058
1014,2026-01-14 22:30:00,0.1855
1014,2026-01-14 23:00:00,0.1864
1014,2026-01-14 23:30:00,0.2985
1015,2026-01-01 00:00:00,0.2683
1015,2026-01-01 00:30:00,0.1977
1015,2026-01-01 01:00:00,0.2225
1015,2026-01-01 01:30:00,0.1705
1015,2026-01-01 02:00:00,0.2244
1015,2026-01-01 02:30:00,0.2843
1015,2026-01-01 03:00:00,0.2513
1015,2026-01-01 03:30:00,0.201
1015,2026-01-01 04:00:00,0.2484
1015,2026-01-01 04:30:00,0.2663
1015,2026-01-01 05:00:00,0.3096
1015,2026-01-01 05:30:00,0.4233
1015,2026-01-01 06:00:00,0.5495
1015,2026-01-01 06:30:00,0.6495
1015,2026-01-01 07:00:00,0.8551
1015,2026-01-01 07:30:00,0.9324
1015,2026-01-01 08:00:00,0.9538
1015,2026-01-01 08:30:00,0.9381
1015,2026-01-01 09:00:00,0.8192
1015,2026-01-01 09:30:00,0.5728
1015,2026-01-01 10:00:00,0.5374
1015,2026-01-01 10:30:00,0.2295
1015,2026-01-01 11:00:00,0.4205
1015,2026-01-01 11:30:00,0.3136
1015,2026-01-01 12:00:00,0.2042
1015,2026-01-01 12:30:00,0.2116
1015,2026-01-01 13:00:00,0.23
1015,2026-01-01 13:30:00,0.1983
1015,2026-01-01 14:00:00,0.2625
1015,2026-01-01 14:30:00,0.2883
1015,2026-01-01 15:00:00,0.3577
1015,2026-01-01 15:30:00,0.4686
1015,2026-01-01 16:00:00,0.5239
1015,2026-01-01 16:30:00,0.7514
1015,2026-01-01 17:00:00,0.936
1015,2026-01-01 17:30:00,1.1123
1015,2026-01-01 18:00:00,1.2482
1015,2026-01-01 18:30:00,1.42
1015,2026-01-01 19:00:00,1.3823
1015,2026-01-01 19:30:00,1.3744
1015,2026-01-01 20:00:00,1.3239
1015,2026-01-01 20:30:00,1.1018
1015,2026-01-01 21:00:00,0.9386
1015,2026-01-01 21:30:00,0.7446
1015,2026-01-01 22:00:00,0.6515
1015,2026-01-01 22:30:00,0.4466
1015,2026-01-01 23:00:00,0.4266
1015,2026-01-01 23:30:00,0.2903
1015,2026-01-02 00:00:00,0.157
1015,2026-01-02 00:30:00,0.234
1015,2026-01-02 01:00:00,0.1848
1015,2026-01-02 01:30:00,0.231
1015,2026-01-02 02:00:00,0.0636
1015,2026-01-02 02:30:00,0.2007
1015,2026-01-02 03:00:00,0.1786
1015,2026-01-02 03:30:00,0.1519
1015,2026-01-02 04:00:00,0.187
1015,2026-01-02 04:30:00,0.2087
1015,2026-01-02 05:00:00,0.2819
1015,2026-01-02 05:30:00,0.2993
1015,2026-01-02 06:00:00,0.5101
1015,2026-01-02 06:30:00,0.7241
1015,2026-01-02 07:00:00,0.8371
1015,2026-01-02 07:30:00,0.992
1015,2026-01-02 08:00:00,1.0547
1015,2026-01-02 08:30:00,1.0134
1015,2026-01-02 09:00:00,0.9166
1015,2026-01-02 09:30:00,0.6309
1015,2026-01-02 10:00:00,0.4584
1015,2026-01-02 10:30:00,0.407
1015,2026-01-02 11:00:00,0.3201
1015,2026-01-02 11:30:00,0.2773
1015,2026-01-02 12:00:00,0.3117
1015,2026-01-02 12:30:00,0.2117
1015,2026-01-02 13:00:00,0.2362
1015,2026-01-02 13:30:00,0.1787
1015,2026-01-02 14:00:00,0.3596
1015,2026-01-02 14:30:00,0.2787
1015,2026-01-02 15:00:00,0.347
1015,2026-01-02 15:30:00,0.4422
1015,2026-01-02 16:00:00,0.5573
1015,2026-01-02 16:30:00,0.7129
1015,2026-01-02 17:00:00,0.9017
1015,2026-01-02 17:30:00,1.0375
1015,2026-01-02 18:00:00,1.2197
1015,2026-01-02 18:30:00,1.4605
1015,2026-01-02 19:00:00,1.4368
1015,2026-01-02 19:30:00,1.4094
1015,2026-01-02 20:00:00,1.3179
1015,2026-01-02 20:30:00,1.1975
1015,2026-01-02 21:00:00,0.8393
1015,2026-01-02 21:30:00,0.6879
1015,2026-01-02 22:00:00,0.5494
1015,2026-01-02 22:30:00,0.436
1015,2026-01-02 23:00:00,0.3474
1015,2026-01-02 23:30:00,0.2731
1015,2026-01-03 00:00:00,0.211
1015,2026-01-03 00:30:00,0.2018
1015,2026-01-03 01:00:00,0.1639
1015,2026-01-03 01:30:00,0.0912
1015,2026-01-03 02:00:00,0.1505
1015,2026-01-03 02:30:00,0.173
1015,2026-01-03 03:00:00,0.1892
1015,2026-01-03 03:30:00,0.1486
1015,2026-01-03 04:00:00,0.1901
1015,2026-01-03 04:30:00,0.1809
1015,2026-01-03 05:00:00,0.278
1015,2026-01-03 05:30:00,0.314
1015,2026-01-03 06:00:00,0.4519
1015,2026-01-03 06:30:00,0.5904
1015,2026-01-03 07:00:00,0.8154
1015,2026-01-03 07:30:00,0.9082
1015,2026-01-03 08:00:00,1.0453
1015,2026-01-03 08:30:00,0.9718
1015,2026-01-03 09:00:00,0.8196
1015,2026-01-03 09:30:00,0.616
1015,2026-01-03 10:00:00,0.5134
1015,2026-01-03 10:30:00,0.4024
1015,2026-01-03 11:00:00,0.2919
1015,2026-01-03 11:30:00,0.3187
1015,2026-01-03 12:00:00,0.2403
1015,2026-01-03 12:30:00,0.2568
1015,2026-01-03 13:00:00,0.2216
1015,2026-01-03 13:30:00,0.2616
1015,2026-01-03 14:00:00,0.213
1015,2026-01-03 14:30:00,0.2726
1015,2026-01-03 15:00:00,0.3799
1015,2026-01-03 15:30:00,0.4766
1015,2026-01-03 16:00:00,0.615
1015,2026-01-03 16:30:00,0.8044
1015,2026-01-03 17:00:00,0.8566
1015,2026-01-03 17:30:00,1.0571
1015,2026-01-03 18:00:00,1.2705
1015,2026-01-03 18:30:00,1.3269
1015,2026-01-03 19:00:00,1.5689
1015,2026-01-03 19:30:00,1.3889
1015,2026-01-03 20:00:00,1.2551
1015,2026-01-03 20:30:00,1.08
1015,2026-01-03 21:00:00,0.9038
1015,2026-01-03 21:30:00,0.7509
1015,2026-01-03 22:00:00,0.5952
1015,2026-01-03 22:30:00,0.4367
1015,2026-01-03 23:00:00,0.3487
1015,2026-01-03 23:30:00,0.3627
1015,2026-01-04 00:00:00,0.2692
1015,2026-01-04 00:30:00,0.2126
1015,2026-01-04 01:00:00,0.1329
1015,2026-01-04 01:30:00,0.2269
1015,2026-01-04 02:00:00,0.2778
1015,2026-01-04 02:30:00,0.2689
1015,2026-01-04 03:00:00,0.2383
1015,2026-01-04 03:30:00,0.2762
1015,2026-01-04 04:00:00,0.2173
1015,2026-01-04 04:30:00,0.2688
1015,2026-01-04 05:00:00,0.2503
1015,2026-01-04 05:30:00,0.3823
1015,2026-01-04 06:00:00,0.5608
1015,2026-01-04 06:30:00,0.6264
1015,2026-01-04 07:00:00,0.78
1015,2026-01-04 07:30:00,0.9564
1015,2026-01-04 08:00:00,0.9887
1015,2026-01-04 08:30:00,0.984
1015,2026-01-04 09:00:00,0.8004
1015,2026-01-04 09:30:00,0.7418
1015,2026-01-04 10:00:00,0.4299
1015,2026-01-04 10:30:00,0.4305
1015,2026-01-04 11:00:00,0.2465
1015,2026-01-04 11:30:00,0.1487
1015,2026-01-04 12:00:00,0.2292
1015,2026-01-04 12:30:00,0.1984
1015,2026-01-04 13:00:00,0.1594
1015,2026-01-04 13:30:00,0.1437
1015,2026-01-04 14:00:00,0.2524
1015,2026-01-04 14:30:00,0.3443
1015,2026-01-04 15:00:00,0.3917
1015,2026-01-04 15:30:00,0.4624
1015,2026-01-04 16:00:00,0.6135
1015,2026-01-04 16:30:00,0.748
1015,2026-01-04 17:00:00,0.8564
1015,2026-01-04 17:30:00,1.0348
1015,2026-01-04 18:00:00,1.2488
1015,2026-01-04 18:30:00,1.355
1015,2026-01-04 19:00:00,1.4425
1015,2026-01-04 19:30:00,1.4009
1015,2026-01-04 20:00:00,1.2893
1015,2026-01-04 20:30:00,1.0918
1015,2026-01-04 21:00:00,0.8588
1015,2026-01-04 21:30:00,0.77
1015,2026-01-04 22:00:00,0.6158
1015,2026-01-04 22:30:00,0.3401
1015,2026-01-04 23:00:00,0.3207
1015,2026-01-04 23:30:00,0.2609
1015,2026-01-05 00:00:00,0.2059
1015,2026-01-05 00:30:00,0.1598
1015,2026-01-05 01:00:00,0.1981
1015,2026-01-05 01:30:00,0.1895
1015,2026-01-05 02:00:00,0.1921
1015,2026-01-05 02:30:00,0.1646
1015,2026-01-05 03:00:00,0.1696
1015,2026-01-05 03:30:00,0.1511
1015,2026-01-05 04:00:00,0.2337
1015,2026-01-05 04:30:00,0.266
1015,2026-01-05 05:00:00,0.2458
1015,2026-01-05 05:30:00,0.4437
1015,2026-01-05 06:00:00,0.4786
1015,2026-01-05 06:30:00,0.7323
1015,2026-01-05 07:00:00,0.7909
1015,2026-01-05 07:30:00,0.8502
1015,2026-01-05 08:00:00,1.0201
1015,2026-01-05 08:30:00,0.964
1015,2026-01-05 09:00:00,0.8248
1015,2026-01-05 09:30:00,0.6237
1015,2026-01-05 10:00:00,0.4926
1015,2026-01-05 10:30:00,0.3423
1015,2026-01-05 11:00:00,0.2696
1015,2026-01-05 11:30:00,0.2806
1015,2026-01-05 12:00:00,0.2265
1015,2026-01-05 12:30:00,0.2417
1015,2026-01-05 13:00:00,0.2033
1015,2026-01-05 13:30:00,0.2107
1015,2026-01-05 14:00:00,0.1951
1015,2026-01-05 14:30:00,0.277
1015,2026-01-05 15:00:00,0.1964
1015,2026-01-05 15:30:00,0.43
1015,2026-01-05 16:00:00,0.5855
1015,2026-01-05 16:30:00,0.7776
1015,2026-01-05 17:00:00,0.9144
1015,2026-01-05 17:30:00,1.1232
1015,2026-01-05 18:00:00,1.15
1015,2026-01-05 18:30:00,1.3602
1015,2026-01-05 19:00:00,1.316
1015,2026-01-05 19:30:00,1.3027
1015,2026-01-05 20:00:00,1.2496
1015,2026-01-05 20:30:00,1.1696
1015,2026-01-05 21:00:00,0.9464
1015,2026-01-05 21:30:00,0.7503
1015,2026-01-05 22:00:00,0.5886
1015,2026-01-05 22:30:00,0.4238
1015,2026-01-05 23:00:00,0.3352
1015,2026-01-05 23:30:00,0.3168
1015,2026-01-06 00:00:00,0.1307
1015,2026-01-06 00:30:00,0.2297
1015,2026-01-06 01:00:00,0.1806
1015,2026-01-06 01:30:00,0.2413
1015,2026-01-06 02:00:00,0.2482
1015,2026-01-06 02:30:00,0.1168
1015,2026-01-06 03:00:00,0.1725
1015,2026-01-06 03:30:00,0.1623
1015,2026-01-06 04:00:00,0.124
1015,2026-01-06 04:30:00,0.1858
1015,2026-01-06 05:00:00,0.4064
1015,2026-01-06 05:30:00,0.3982
1015,2026-01-06 06:00:00,0.5902
1015,2026-01-06 06:30:00,0.6973
1015,2026-01-06 07:00:00,0.7859
1015,2026-01-06 07:30:00,0.9324
1015,2026-01-06 08:00:00,1.0294
1015,2026-01-06 08:30:00,0.9734
1015,2026-01-06 09:00:00,0.7942
1015,2026-01-06 09:30:00,0.5803
1015,2026-01-06 10:00:00,0.6587
1015,2026-01-06 10:30:00,0.3608
1015,2026-01-06 11:00:00,0.2684
1015,2026-01-06 11:30:00,0.2441
1015,2026-01-06 12:00:00,0.2051
1015,2026-01-06 12:30:00,0.2173
1015,2026-01-06 13:00:00,0.2792
1015,2026-01-06 13:30:00,0.2215
1015,2026-01-06 14:00:00,0.1947
1015,2026-01-06 14:30:00,0.2874
1015,2026-01-06 15:00:00,0.3392
1015,2026-01-06 15:30:00,0.5307
1015,2026-01-06 16:00:00,0.6481
1015,2026-01-06 16:30:00,0.7548
1015,2026-01-06 17:00:00,0.8639
1015,2026-01-06 17:30:00,1.0445
1015,2026-01-06 18:00:00,1.2598
1015,2026-01-06 18:30:00,1.3799
1015,2026-01-06 19:00:00,1.3813
1015,2026-01-06 19:30:00,1.3391
1015,2026-01-06 20:00:00,1.2294
1015,2026-01-06 20:30:00,1.1046
1015,2026-01-06 21:00:00,0.8087
1015,2026-01-06 21:30:00,0.6943
1015,2026-01-06 22:00:00,0.5582
1015,2026-01-06 22:30:00,0.5199
1015,2026-01-06 23:00:00,0.3217
1015,2026-01-06 23:30:00,0.3045
1015,2026-01-07 00:00:00,0.2113
1015,2026-01-07 00:30:00,0.2649
1015,2026-01-07 01:00:00,0.2631
1015,2026-01-07 01:30:00,0.1971
1015,2026-01-07 02:00:00,0.1763
1015,2026-01-07 02:30:00,0.1672
1015,2026-01-07 03:00:00,0.1895
1015,2026-01-07 03:30:00,0.1834
1015,2026-01-07 04:00:00,0.2423
1015,2026-01-07 04:30:00,0.2584
1015,2026-01-07 05:00:00,0.3139
1015,2026-01-07 05:30:00,0.4307
1015,2026-01-07 06:00:00,0.5874
1015,2026-01-07 06:30:00,0.6621
1015,2026-01-07 07:00:00,0.878
1015,2026-01-07 07:30:00,0.9339
1015,2026-01-07 08:00:00,1.0593
1015,2026-01-07 08:30:00,1.0046
1015,2026-01-07 09:00:00,0.8735
1015,2026-01-07 09:30:00,0.6605
1015,2026-01-07 10:00:00,0.4609
1015,2026-01-07 10:30:00,0.2981
1015,2026-01-07 11:00:00,0.2827
1015,2026-01-07 11:30:00,0.3151
1015,2026-01-07 12:00:00,0.2018
1015,2026-01-07 12:30:00,0.2504
1015,2026-01-07 13:00:00,0.2571
1015,2026-01-07 13:30:00,0.2136
1015,2026-01-07 14:00:00,0.3186
1015,2026-01-07 14:30:00,0.1501
1015,2026-01-07 15:00:00,0.3013
1015,2026-01-07 15:30:00,0.4137
1015,2026-01-07 16:00:00,0.5486
1015,2026-01-07 16:30:00,0.7662
1015,2026-01-07 17:00:00,0.9423
1015,2026-01-07 17:30:00,1.1255
1015,2026-01-07 18:00:00,1.2888
1015,2026-01-07 18:30:00,1.3156
1015,2026-01-07 19:00:00,1.3391
1015,2026-01-07 19:30:00,1.3829
1015,2026-01-07 20:00:00,1.2275
1015,2026-01-07 20:30:00,1.0273
1015,2026-01-07 21:00:00,0.9764
1015,2026-01-07 21:30:00,0.8192
1015,2026-01-07 22:00:00,0.6674
1015,2026-01-07 22:30:00,0.4689
1015,2026-01-07 23:00:00,0.3937
1015,2026-01-07 23:30:00,0.364
1015,2026-01-08 00:00:00,0.1679
1015,2026-01-08 00:30:00,0.2555
1015,2026-01-08 01:00:00,0.2138
1015,2026-01-08 01:30:00,0.2457
1015,2026-01-08 02:00:00,0.2094
1015,2026-01-08 02:30:00,0.2652
1015,2026-01-08 03:00:00,0.2127
1015,2026-01-08 03:30:00,0.1309
1015,2026-01-08 04:00:00,0.2872
1015,2026-01-08 04:30:00,0.19
1015,2026-01-08 05:00:00,0.347
1015,2026-01-08 05:30:00,0.3632
1015,2026-01-08 06:00:00,0.5531
1015,2026-01-08 06:30:00,0.7126
1015,2026-01-08 07:00:00,0.8445
1015,2026-01-08 07:30:00,0.977
1015,2026-01-08 08:00:00,1.0211
1015,2026-01-08 08:30:00,0.8508
1015,2026-01-08 09:00:00,0.829
1015,2026-01-08 09:30:00,0.6
1015,2026-01-08 10:00:00,0.5029
1015,2026-01-08 10:30:00,0.3107
1015,2026-01-08 11:00:00,0.2255
1015,2026-01-08 11:30:00,0.3187
1015,2026-01-08 12:00:00,0.2707
1015,2026-01-08 12:30:00,0.211
1015,2026-01-08 13:00:00,0.2241
1015,2026-01-08 13:30:00,0.2154
1015,2026-01-08 14:00:00,0.2813
1015,2026-01-08 14:30:00,0.2617
1015,2026-01-08 15:00:00,0.4121
1015,2026-01-08 15:30:00,0.4469
1015,2026-01-08 16:00:00,0.5686
1015,2026-01-08 16:30:00,0.7505
1015,2026-01-08 17:00:00,0.8983
1015,2026-01-08 17:30:00,1.1222
1015,2026-01-08 18:00:00,1.2321
1015,2026-01-08 18:30:00,1.3865
1015,2026-01-08 19:00:00,1.4608
1015,2026-01-08 19:30:00,1.3271
1015,2026-01-08 20:00:00,1.2525
1015,2026-01-08 20:30:00,1.1289
1015,2026-01-08 21:00:00,0.906
1015,2026-01-08 21:30:00,0.7726
1015,2026-01-08 22:00:00,0.6174
1015,2026-01-08 22:30:00,0.5137
1015,2026-01-08 23:00:00,0.3321
1015,2026-01-08 23:30:00,0.2483
1015,2026-01-09 00:00:00,0.1846
1015,2026-01-09 00:30:00,0.1516
1015,2026-01-09 01:00:00,0.2282
1015,2026-01-09 01:30:00,0.1419
1015,2026-01-09 02:00:00,0.3167
1015,2026-01-09 02:30:00,0.2652
1015,2026-01-09 03:00:00,0.2022
1015,2026-01-09 03:30:00,0.2484
1015,2026-01-09 04:00:00,0.1328
1015,2026-01-09 04:30:00,0.3636
1015,2026-01-09 05:00:00,0.2548
1015,2026-01-09 05:30:00,0.3617
1015,2026-01-09 06:00:00,0.4015
1015,2026-01-09 06:30:00,0.6801
1015,2026-01-09 07:00:00,0.7677
1015,2026-01-09 07:30:00,0.9566
1015,2026-01-09 08:00:00,0.9728
1015,2026-01-09 08:30:00,0.8976
1015,2026-01-09 09:00:00,0.7828
1015,2026-01-09 09:30:00,0.6671
1015,2026-01-09 10:00:00,0.4303
1015,2026-01-09 10:30:00,0.3304
1015,2026-01-09 11:00:00,0.3179
1015,2026-01-09 11:30:00,0.3686
1015,2026-01-09 12:00:00,0.2412
1015,2026-01-09 12:30:00,0.1653
1015,2026-01-09 13:00:00,0.1965
1015,2026-01-09 13:30:00,0.2293
1015,2026-01-09 14:00:00,0.2354
1015,2026-01-09 14:30:00,0.3406
1015,2026-01-09 15:00:00,0.3733
1015,2026-01-09 15:30:00,0.5049
1015,2026-01-09 16:00:00,0.5739
1015,2026-01-09 16:30:00,0.8157
1015,2026-01-09 17:00:00,0.9195
1015,2026-01-09 17:30:00,1.0572
1015,2026-01-09 18:00:00,1.3679
1015,2026-01-09 18:30:00,1.2718
1015,2026-01-09 19:00:00,1.3631
1015,2026-01-09 19:30:00,1.3317
1015,2026-01-09 20:00:00,1.3844
1015,2026-01-09 20:30:00,1.1962
1015,2026-01-09 21:00:00,1.0025
1015,2026-01-09 21:30:00,0.7329
1015,2026-01-09 22:00:00,0.7109
1015,2026-01-09 22:30:00,0.4779
1015,2026-01-09 23:00:00,0.4113
1015,2026-01-09 23:30:00,0.3045
1015,2026-01-10 00:00:00,0.1975
1015,2026-01-10 00:30:00,0.1874
1015,2026-01-10 01:00:00,0.1895
1015,2026-01-10 01:30:00,0.2304
1015,2026-01-10 02:00:00,0.2185
1015,2026-01-10 02:30:00,0.1988
1015,2026-01-10 03:00:00,0.277
1015,2026-01-10 03:30:00,0.0567
1015,2026-01-10 04:00:00,0.2401
1015,2026-01-10 04:30:00,0.2733
1015,2026-01-10 05:00:00,0.3417
1015,2026-01-10 05:30:00,0.3644
1015,2026-01-10 06:00:00,0.5047
1015,2026-01-10 06:30:00,0.7051
1015,2026-01-10 07:00:00,0.8976
1015,2026-01-10 07:30:00,0.9365
1015,2026-01-10 08:00:00,1.0133
1015,2026-01-10 08:30:00,1.0355
1015,2026-01-10 09:00:00,0.7168
1015,2026-01-10 09:30:00,0.6213
1015,2026-01-10 10:00:00,0.5676
1015,2026-01-10 10:30:00,0.4225
1015,2026-01-10 11:00:00,0.3108
1015,2026-01-10 11:30:00,0.216
1015,2026-01-10 12:00:00,0.1732
1015,2026-01-10 12:30:00,0.1816
1015,2026-01-10 13:00:00,0.2923
1015,2026-01-10 13:30:00,0.1963
1015,2026-01-10 14:00:00,0.2579
1015,2026-01-10 14:30:00,0.2578
1015,2026-01-10 15:00:00,0.4045
1015,2026-01-10 15:30:00,0.4326
1015,2026-01-10 16:00:00,0.5847
1015,2026-01-10 16:30:00,0.6652
1015,2026-01-10 17:00:00,0.8472
1015,2026-01-10 17:30:00,1.1062
1015,2026-01-10 18:00:00,1.1927
1015,2026-01-10 18:30:00,1.4683
1015,2026-01-10 19:00:00,1.2969
1015,2026-01-10 19:30:00,1.3231
1015,2026-01-10 20:00:00,1.2598
1015,2026-01-10 20:30:00,1.0876
1015,2026-01-10 21:00:00,0.8726
1015,2026-01-10 21:30:00,0.7015
1015,2026-01-10 22:00:00,0.5401
1015,2026-01-10 22:30:00,0.4452
1015,2026-01-10 23:00:00,0.46
1015,2026-01-10 23:30:00,0.2994
1015,2026-01-11 00:00:00,0.2591
1015,2026-01-11 00:30:00,0.2253
1015,2026-01-11 01:00:00,0.2557
1015,2026-01-11 01:30:00,0.06
1015,2026-01-11 02:00:00,0.1849
1015,2026-01-11 02:30:00,0.2658
1015,2026-01-11 03:00:00,0.173
1015,2026-01-11 03:30:00,0.2932
1015,2026-01-11 04:00:00,0.2888
1015,2026-01-11 04:30:00,0.214
1015,2026-01-11 05:00:00,0.2592
1015,2026-01-11 05:30:00,0.317
1015,2026-01-11 06:00:00,0.4628
1015,2026-01-11 06:30:00,0.5942
1015,2026-01-11 07:00:00,0.8445
1015,2026-01-11 07:30:00,0.8787
1015,2026-01-11 08:00:00,1.0302
1015,2026-01-11 08:30:00,0.9829
1015,2026-01-11 09:00:00,0.74
1015,2026-01-11 09:30:00,0.7333
1015,2026-01-11 10:00:00,0.52
1015,2026-01-11 10:30:00,0.4053
1015,2026-01-11 11:00:00,0.2468
1015,2026-01-11 11:30:00,0.2696
1015,2026-01-11 12:00:00,0.2736
1015,2026-01-11 12:30:00,0.2062
1015,2026-01-11 13:00:00,0.315
1015,2026-01-11 13:30:00,0.23
1015,2026-01-11 14:00:00,0.3099
1015,2026-01-11 14:30:00,0.3101
1015,2026-01-11 15:00:00,0.3917
1015,2026-01-11 15:30:00,0.376
1015,2026-01-11 16:00:00,0.6081
1015,2026-01-11 16:30:00,0.7127
1015,2026-01-11 17:00:00,0.8855
1015,2026-01-11 17:30:00,1.193
1015,2026-01-11 18:00:00,1.2483
1015,2026-01-11 18:30:00,1.3129
1015,2026-01-11 19:00:00,1.382
1015,2026-01-11 19:30:00,1.2981
1015,2026-01-11 20:00:00,1.3307
1015,2026-01-11 20:30:00,1.071
1015,2026-01-11 21:00:00,0.9543
1015,2026-01-11 21:30:00,0.8172
1015,2026-01-11 22:00:00,0.5646
1015,2026-01-11 22:30:00,0.4861
1015,2026-01-11 23:00:00,0.3109
1015,2026-01-11 23:30:00,0.4178
1015,2026-01-12 00:00:00,0.2468
1015,2026-01-12 00:30:00,0.1904
1015,2026-01-12 01:00:00,0.1614
1015,2026-01-12 01:30:00,0.1943
1015,2026-01-12 02:00:00,0.1831
1015,2026-01-12 02:30:00,0.2981
1015,2026-01-12 03:00:00,0.1403
1015,2026-01-12 03:30:00,0.2118
1015,2026-01-12 04:00:00,0.2137
1015,2026-01-12 04:30:00,0.2315
1015,2026-01-12 05:00:00,0.2789
1015,2026-01-12 05:30:00,0.3619
1015,2026-01-12 06:00:00,0.538
1015,2026-01-12 06:30:00,0.6863
1015,2026-01-12 07:00:00,0.844
1015,2026-01-12 07:30:00,0.7998
1015,2026-01-12 08:00:00,1.015
